47,0
141,0
234,0
328,6.7
469,1.1
656,-4.8
844,-4.7
1031,-4.8
1313,0.4
1688,0.5
2250,0.6
3000,0.7
3750,0.8
4688,0.9
5813,10
7125,11
9000,12
11250,13
13875,14
19688,1.5
